ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,semestre,rango_horario
2016-0170,1,2016-12-19,2016,12,19,17:10:00,17,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.",12,MOTO-AUTO,MOTO,AUTO,2016_S2,DIURNO
2016-0171,1,2016-12-25,2016,12,25,19:00:00,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",1,MOTO-MOTO,MOTO,MOTO,2016_S2,NOCTURNO
2016-0172,1,2016-12-26,2016,12,26,08:00:00,8,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",5,MOTO-CARGAS,MOTO,CARGAS,2016_S2,DIURNO
2016-0173,1,2016-12-26,2016,12,26,19:52:00,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,7,MOTO-CARGAS,MOTO,CARGAS,2016_S2,NOCTURNO
2016-0175,1,2016-12-27,2016,12,27,08:15:00,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",7,PEATON-BICICLETA,PEATON,BICICLETA,2016_S2,DIURNO
2016-0176,1,2016-12-28,2016,12,28,01:41:00,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2016_S2,NOCTURNO
2016-0177,1,2016-12-29,2016,12,29,04:00:00,4,ARENALES 3319,CALLE,ARENALES,14,PEATON-AUTO,PEATON,AUTO,2016_S2,NOCTURNO
2016-0178,1,2016-12-30,2016,12,30,16:18:00,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,3,MULTIPLE,PEATON,MULTIPLE,2016_S2,DIURNO
2017-0001,1,2017-01-02,2017,1,2,01:00:00,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",11,MOTO-CARGAS,MOTO,CARGAS,2017_S1,NOCTURNO
2017-0003,1,2017-01-05,2017,1,5,03:10:00,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,4,CARGAS-CARGAS,CARGAS,CARGAS,2017_S1,NOCTURNO
2017-0007,1,2017-01-11,2017,1,11,17:00:00,17,LIMA Y MEXICO,CALLE,LIMA,1,MULTIPLE,PEATON,MULTIPLE,2017_S1,DIURNO
2017-0008,1,2017-01-16,2017,1,16,00:40:00,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",14,MOTO-PASAJEROS,MOTO,PASAJEROS,2017_S1,NOCTURNO
2017-0009,1,2017-01-16,2017,1,16,13:56:00,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,5,MOTO-CARGAS,MOTO,CARGAS,2017_S1,DIURNO
2017-0010,1,2017-01-16,2017,1,16,16:30:00,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,6,MOTO-AUTO,MOTO,AUTO,2017_S1,DIURNO
2017-0011,1,2017-01-22,2017,1,22,02:30:00,2,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,"PAZ, GRAL. AV.",12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S1,NOCTURNO
2017-0012,1,2017-01-24,2017,1,24,14:00:00,14,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,4,MOTO-CARGAS,MOTO,CARGAS,2017_S1,DIURNO
2017-0013,1,2017-01-27,2017,1,27,07:00:00,7,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",4,PEATON-CARGAS,PEATON,CARGAS,2017_S1,DIURNO
2017-0014,1,2017-01-28,2017,1,28,08:27:34,8,AV. DONADO Y ARIAS,AVENIDA,DONADO,12,MULTIPLE,MOTO,MULTIPLE,2017_S1,DIURNO
2017-0015,1,2017-02-02,2017,2,2,15:18:03,15,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,2,PEATON-AUTO,PEATON,AUTO,2017_S1,DIURNO
2017-0016,1,2017-02-03,2017,2,3,05:12:21,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,1,MOTO-CARGAS,MOTO,CARGAS,2017_S1,NOCTURNO
2017-0017,1,2017-02-06,2017,2,6,08:00:00,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",14,MOTO-AUTO,MOTO,AUTO,2017_S1,DIURNO
2017-0018,1,2017-02-09,2017,2,9,07:00:00,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,"PAZ, GRAL. AV.",9,MOTO-AUTO,MOTO,AUTO,2017_S1,DIURNO
2017-0021,1,2017-02-18,2017,2,18,05:30:00,5,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2017_S1,NOCTURNO
2017-0024,1,2017-02-23,2017,2,23,20:50:00,20,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S1,NOCTURNO
2017-0026,2,2017-02-26,2017,2,26,05:15:00,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",4,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S1,NOCTURNO
2017-0027,1,2017-02-26,2017,2,26,21:57:00,21,AV. CASEROS 1429,AVENIDA,CASEROS AV.,1,PEATON-AUTO,PEATON,AUTO,2017_S1,NOCTURNO
2017-0028,1,2017-02-28,2017,2,28,09:20:00,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,6,PEATON-AUTO,PEATON,AUTO,2017_S1,DIURNO
2017-0030,1,2017-03-07,2017,3,7,08:00:00,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,9,AUTO-PASAJEROS,AUTO,PASAJEROS,2017_S1,DIURNO
2017-0031,1,2017-03-11,2017,3,11,01:30:00,1,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S1,NOCTURNO
2017-0032,1,2017-03-12,2017,3,12,05:00:00,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",8,AUTO-AUTO,AUTO,AUTO,2017_S1,NOCTURNO
2017-0033,1,2017-03-12,2017,3,12,07:30:00,7,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.",11,AUTO-AUTO,AUTO,AUTO,2017_S1,DIURNO
2017-0034,1,2017-03-13,2017,3,13,07:50:00,7,GODOY CRUZ 2651,CALLE,GODOY CRUZ,14,PEATON-AUTO,PEATON,AUTO,2017_S1,DIURNO
2017-0035,3,2017-03-23,2017,3,23,05:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",1,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S1,NOCTURNO
2017-0036,2,2017-03-29,2017,3,29,18:00:00,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",12,MOTO-PASAJEROS,MOTO,PASAJEROS,2017_S1,DIURNO
2017-0037,1,2017-03-31,2017,3,31,03:00:00,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,1,MOTO-CARGAS,MOTO,CARGAS,2017_S1,NOCTURNO
2017-0038,1,2017-04-01,2017,4,1,19:00:00,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,7,MOTO-AUTO,MOTO,AUTO,2017_S1,NOCTURNO
2017-0040,1,2017-04-03,2017,4,3,09:40:00,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",13,MULTIPLE,AUTO,MULTIPLE,2017_S1,DIURNO
2017-0041,1,2017-04-03,2017,4,3,23:15:00,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",7,MOTO-AUTO,MOTO,AUTO,2017_S1,NOCTURNO
2017-0042,1,2017-04-10,2017,4,10,09:00:00,9,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.",14,MOTO-CARGAS,MOTO,CARGAS,2017_S1,DIURNO
2017-0045,1,2017-04-14,2017,4,14,06:15:00,6,NOGOYA 5940,CALLE,NOGOYA,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S1,DIURNO
2017-0047,1,2017-04-23,2017,4,23,06:30:00,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,8,MOTO-AUTO,MOTO,AUTO,2017_S1,DIURNO
2017-0049,1,2017-04-27,2017,4,27,18:16:00,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S1,DIURNO
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,9,MOTO-CARGAS,MOTO,CARGAS,2017_S1,DIURNO
2017-0051,1,2017-05-01,2017,5,1,03:47:47,3,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,7,AUTO-AUTO,AUTO,AUTO,2017_S1,NOCTURNO
2017-0052,1,2017-05-05,2017,5,5,03:40:00,3,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",8,PEATON-CARGAS,PEATON,CARGAS,2017_S1,NOCTURNO
2017-0053,1,2017-05-05,2017,5,5,20:16:22,20,VIEYTES Y VILLARINO,CALLE,VIEYTES,4,MOTO-CARGAS,MOTO,CARGAS,2017_S1,NOCTURNO
2017-0054,1,2017-05-07,2017,5,7,21:00:00,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,15,MOTO-AUTO,MOTO,AUTO,2017_S1,NOCTURNO
2017-0055,1,2017-05-09,2017,5,9,08:30:00,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,12,AUTO-AUTO,AUTO,AUTO,2017_S1,DIURNO
2017-0058,1,2017-05-09,2017,5,9,23:10:00,23,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,1,PEATON-MOTO,PEATON,MOTO,2017_S1,NOCTURNO
2017-0059,1,2017-05-11,2017,5,11,09:24:00,9,BRASIL Y LIMA,CALLE,BRASIL,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S1,DIURNO
2017-0060,1,2017-05-13,2017,5,13,07:20:00,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S1,DIURNO
2017-0061,1,2017-05-15,2017,5,15,13:29:30,13,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,2,PEATON-MOTO,PEATON,MOTO,2017_S1,DIURNO
2017-0062,1,2017-05-15,2017,5,15,16:00:00,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",10,MOTO-CARGAS,MOTO,CARGAS,2017_S1,DIURNO
2017-0063,1,2017-05-17,2017,5,17,10:13:00,10,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S1,DIURNO
2017-0064,1,2017-05-20,2017,5,20,05:00:00,5,MAIPU Y PERON,CALLE,MAIPU,1,CARGAS-AUTO,CARGAS,AUTO,2017_S1,NOCTURNO
2017-0065,1,2017-05-22,2017,5,22,16:00:00,16,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,4,BICICLETA-CARGAS,BICICLETA,CARGAS,2017_S1,DIURNO
2017-0066,1,2017-05-22,2017,5,22,18:10:00,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S1,DIURNO
2017-0067,1,2017-05-23,2017,5,23,02:45:00,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,6,MOTO-CARGAS,MOTO,CARGAS,2017_S1,NOCTURNO
2017-0068,1,2017-05-27,2017,5,27,19:50:00,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S1,NOCTURNO
2017-0070,1,2017-05-30,2017,5,30,13:20:00,13,NUEVA YORK  3696,CALLE,NUEVA YORK,11,PEATON-AUTO,PEATON,AUTO,2017_S1,DIURNO
2017-0072,1,2017-06-03,2017,6,3,23:20:00,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,12,AUTO-AUTO,AUTO,AUTO,2017_S1,NOCTURNO
2017-0073,1,2017-06-04,2017,6,4,09:00:00,9,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,3,MOTO-AUTO,MOTO,AUTO,2017_S1,DIURNO
2017-0075,1,2017-06-12,2017,6,12,22:38:00,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,1,PEATON-MOTO,PEATON,MOTO,2017_S1,NOCTURNO
2017-0076,1,2017-06-13,2017,6,13,14:50:00,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,PEATON-CARGAS,PEATON,CARGAS,2017_S1,DIURNO
2017-0077,1,2017-06-17,2017,6,17,23:45:00,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,14,MOTO-CARGAS,MOTO,CARGAS,2017_S1,NOCTURNO
2017-0079,1,2017-06-19,2017,6,19,16:26:00,16,MEXICO Y DEAN FUNES,CALLE,MEXICO,3,MOTO-CARGAS,MOTO,CARGAS,2017_S1,DIURNO
2017-0080,1,2017-06-22,2017,6,22,10:15:00,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,PEATON-CARGAS,PEATON,CARGAS,2017_S1,DIURNO
2017-0082,1,2017-06-25,2017,6,25,22:40:00,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,4,PEATON-AUTO,PEATON,AUTO,2017_S1,NOCTURNO
2017-0083,1,2017-07-04,2017,7,4,00:25:00,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,MOTO-CARGAS,MOTO,CARGAS,2017_S2,NOCTURNO
2017-0084,1,2017-07-05,2017,7,5,12:49:00,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,2,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0085,1,2017-07-07,2017,7,7,14:15:00,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0086,1,2017-07-09,2017,7,9,07:30:00,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,9,PEATON-MOTO,PEATON,MOTO,2017_S2,DIURNO
2017-0087,1,2017-07-10,2017,7,10,10:45:00,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,3,PEATON-AUTO,PEATON,AUTO,2017_S2,DIURNO
2017-0088,1,2017-07-10,2017,7,10,22:30:00,22,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,NOCTURNO
2017-0090,1,2017-07-15,2017,7,15,05:15:00,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,11,PEATON-AUTO,PEATON,AUTO,2017_S2,NOCTURNO
2017-0092,1,2017-07-24,2017,7,24,22:16:01,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,1,PEATON-AUTO,PEATON,AUTO,2017_S2,NOCTURNO
2017-0093,1,2017-07-25,2017,7,25,16:48:40,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",13,PEATON-AUTO,PEATON,AUTO,2017_S2,DIURNO
2017-0094,1,2017-07-27,2017,7,27,08:50:00,8,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",10,BICICLETA-CARGAS,BICICLETA,CARGAS,2017_S2,DIURNO
2017-0095,1,2017-08-06,2017,8,6,08:00:00,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,14,MOTO-AUTO,MOTO,AUTO,2017_S2,DIURNO
2017-0096,1,2017-08-07,2017,8,7,19:50:00,19,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,13,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,NOCTURNO
2017-0098,1,2017-08-08,2017,8,8,12:10:00,12,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",7,PEATON-AUTO,PEATON,AUTO,2017_S2,DIURNO
2017-0099,1,2017-08-17,2017,8,17,19:45:00,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,BICICLETA-AUTO,BICICLETA,AUTO,2017_S2,NOCTURNO
2017-0100,1,2017-08-21,2017,8,21,07:45:00,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S2,DIURNO
2017-0101,1,2017-08-23,2017,8,23,10:00:00,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",13,MULTIPLE,PEATON,MULTIPLE,2017_S2,DIURNO
2017-0102,1,2017-08-24,2017,8,24,01:10:00,1,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",4,PEATON-CARGAS,PEATON,CARGAS,2017_S2,NOCTURNO
2017-0104,1,2017-08-25,2017,8,25,09:00:00,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,1,PEATON-CARGAS,PEATON,CARGAS,2017_S2,DIURNO
2017-0106,1,2017-08-31,2017,8,31,19:50:00,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,14,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,NOCTURNO
2017-0107,1,2017-09-01,2017,9,1,11:30:00,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,13,MOTO-CARGAS,MOTO,CARGAS,2017_S2,DIURNO
2017-0108,2,2017-09-02,2017,9,2,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",12,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017_S2,NOCTURNO
2017-0109,1,2017-09-04,2017,9,4,21:00:00,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,7,MOTO-AUTO,MOTO,AUTO,2017_S2,NOCTURNO
2017-0110,1,2017-09-06,2017,9,6,14:15:00,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0111,1,2017-09-07,2017,9,7,18:23:37,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,4,PEATON-CARGAS,PEATON,CARGAS,2017_S2,DIURNO
2017-0112,2,2017-09-10,2017,9,10,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,7,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S2,DIURNO
2017-0113,1,2017-09-11,2017,9,11,06:30:00,6,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0114,1,2017-09-15,2017,9,15,02:30:00,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S2,NOCTURNO
2017-0115,1,2017-09-19,2017,9,19,18:52:33,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,5,MOTO-BICICLETA,MOTO,BICICLETA,2017_S2,DIURNO
2017-0116,1,2017-09-20,2017,9,20,22:24:00,22,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,"PAZ, GRAL. AV.",12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S2,NOCTURNO
2017-0118,1,2017-09-22,2017,9,22,07:02:09,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,4,MOTO-AUTO,MOTO,AUTO,2017_S2,DIURNO
2017-0120,1,2017-10-02,2017,10,2,15:55:33,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,MOTO-CARGAS,MOTO,CARGAS,2017_S2,DIURNO
2017-0123,1,2017-10-10,2017,10,10,01:05:38,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,8,PEATON-AUTO,PEATON,AUTO,2017_S2,NOCTURNO
2017-0124,1,2017-10-12,2017,10,12,14:40:28,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",15,MOTO-PASAJEROS,MOTO,PASAJEROS,2017_S2,DIURNO
2017-0125,1,2017-10-13,2017,10,13,06:12:20,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S2,DIURNO
2017-0126,2,2017-10-14,2017,10,14,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S2,DIURNO
2017-0127,1,2017-10-16,2017,10,16,07:45:00,7,GALLO Y AV. CORDOBA,AVENIDA,GALLO,2,MOTO-MOTO,MOTO,MOTO,2017_S2,DIURNO
2017-0128,1,2017-10-17,2017,10,17,12:30:00,12,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",6,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0129,1,2017-10-26,2017,10,26,19:15:15,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,9,MOTO-PASAJEROS,MOTO,PASAJEROS,2017_S2,NOCTURNO
2017-0130,1,2017-10-27,2017,10,27,05:30:00,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,15,AUTO-CARGAS,AUTO,CARGAS,2017_S2,NOCTURNO
2017-0132,1,2017-10-30,2017,10,30,14:00:00,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,8,MOTO-PASAJEROS,MOTO,PASAJEROS,2017_S2,DIURNO
2017-0134,1,2017-11-06,2017,11,6,18:00:00,18,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",8,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0135,1,2017-11-07,2017,11,7,12:14:10,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,15,MOTO-CARGAS,MOTO,CARGAS,2017_S2,DIURNO
2017-0136,1,2017-11-16,2017,11,16,08:43:00,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0137,1,2017-11-17,2017,11,17,11:45:00,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,11,PEATON-CARGAS,PEATON,CARGAS,2017_S2,DIURNO
2017-0138,1,2017-11-19,2017,11,19,10:30:00,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017_S2,DIURNO
2017-0139,1,2017-11-19,2017,11,19,22:30:00,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.",8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S2,NOCTURNO
2017-0140,1,2017-11-19,2017,11,19,23:22:17,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,MOTO-PASAJEROS,MOTO,PASAJEROS,2017_S2,NOCTURNO
2017-0141,1,2017-11-23,2017,11,23,19:45:00,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,6,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,NOCTURNO
2017-0143,1,2017-11-25,2017,11,25,21:45:00,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.",11,AUTO-PASAJEROS,AUTO,PASAJEROS,2017_S2,NOCTURNO
2017-0144,1,2017-11-26,2017,11,26,06:45:00,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"ROCA, CNEL. AV.",8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017_S2,DIURNO
2017-0145,1,2017-11-26,2017,11,26,17:05:00,17,MAZA Y DON BOSCO,CALLE,MAZA,5,MOTO-AUTO,MOTO,AUTO,2017_S2,DIURNO
2017-0147,1,2017-11-28,2017,11,28,11:15:00,11,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,"PAZ, GRAL. AV.",9,MOTO-AUTO,MOTO,AUTO,2017_S2,DIURNO
2017-0148,1,2017-11-29,2017,11,29,10:45:00,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,3,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0149,1,2017-11-30,2017,11,30,12:20:00,12,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,DIURNO
2017-0150,1,2017-12-04,2017,12,4,01:15:00,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,9,PEATON-AUTO,PEATON,AUTO,2017_S2,NOCTURNO
2017-0151,1,2017-12-04,2017,12,4,02:15:00,2,VIEYTES Y LUJAN,CALLE,VIEYTES,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2017_S2,NOCTURNO
